Backend,Driver,Format,RW,BS,IODepth,Numjobs,Round,BW(MiB/s),IOPS,LAT(ms),Util(%)
nvme-ssd,SCSI,xfs,randread,256k,64,16,3,1966.6758,7866,129.9701,99.9616
nvme-ssd,IDE,raw,randwrite,4k,1,16,3,47.9268,12269,1.3019,99.8983
nvme-ssd,IDE,xfs,randwrite,4k,1,16,3,47.6787,12205,1.3087,99.8949
nvme-ssd,SCSI,raw,randwrite,4k,1,16,3,380.7227,97465,0.1624,99.9533
nvme-ssd,SCSI,xfs,randwrite,4k,1,16,3,244.5049,62593,0.2537,79.3327
nvme-ssd,IDE,raw,randwrite,4k,8,16,3,47.7285,12218,10.4731,99.9116
nvme-ssd,IDE,xfs,randwrite,4k,8,16,3,48.5391,12426,10.2980,99.8816
nvme-ssd,SCSI,raw,randwrite,4k,8,16,3,436.7217,111800,1.1433,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,8,16,3,214.4160,54890,2.3296,68.5181
nvme-ssd,IDE,raw,randwrite,4k,64,16,3,51.0781,13076,78.2594,99.9033
nvme-ssd,IDE,xfs,randwrite,4k,64,16,3,51.5654,13200,77.5254,99.8733
nvme-ssd,SCSI,raw,randwrite,4k,64,16,3,428.5625,109712,9.3306,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,64,16,3,214.2725,54853,18.6624,68.3744
nvme-ssd,IDE,raw,randwrite,16k,1,16,3,171.8965,11001,1.4522,99.9450
nvme-ssd,IDE,xfs,randwrite,16k,1,16,3,168.7266,10798,1.4794,99.8849
nvme-ssd,SCSI,raw,randwrite,16k,1,16,3,866.1631,55434,0.2867,99.9133
nvme-ssd,SCSI,xfs,randwrite,16k,1,16,3,805.1016,51526,0.3086,93.4252
nvme-ssd,IDE,raw,randwrite,16k,8,16,3,181.9668,11645,10.9883,99.9083
nvme-ssd,IDE,xfs,randwrite,16k,8,16,3,172.2256,11022,11.6098,99.9199
nvme-ssd,SCSI,raw,randwrite,16k,8,16,3,859.4443,55004,2.3255,99.9133
nvme-ssd,SCSI,xfs,randwrite,16k,8,16,3,817.1035,52294,2.4457,83.4048
nvme-ssd,IDE,raw,randwrite,16k,64,16,3,184.7881,11826,86.5255,99.8899
nvme-ssd,IDE,xfs,randwrite,16k,64,16,3,184.2109,11789,86.7917,99.8916
nvme-ssd,SCSI,raw,randwrite,16k,64,16,3,869.6709,55658,18.3935,99.9850
nvme-ssd,SCSI,xfs,randwrite,16k,64,16,3,791.5703,50660,20.2070,77.4243
nvme-ssd,IDE,raw,randwrite,64k,1,16,3,505.8213,8093,1.9748,99.9133
nvme-ssd,IDE,xfs,randwrite,64k,1,16,3,505.0771,8081,1.9776,99.9399
nvme-ssd,SCSI,raw,randwrite,64k,1,16,3,865.1523,13842,1.1539,99.8749
nvme-ssd,SCSI,xfs,randwrite,64k,1,16,3,880.0059,14080,1.1342,99.8683
nvme-ssd,IDE,raw,randwrite,64k,8,16,3,522.6377,8362,15.3038,99.9283
nvme-ssd,IDE,xfs,randwrite,64k,8,16,3,526.5293,8424,15.1901,99.8983
nvme-ssd,SCSI,raw,randwrite,64k,8,16,3,888.3271,14213,9.0033,99.8749
nvme-ssd,SCSI,xfs,randwrite,64k,8,16,3,839.5713,13433,9.5257,99.8633
nvme-ssd,IDE,raw,randwrite,64k,64,16,3,534.3975,8550,119.6326,99.9066
nvme-ssd,IDE,xfs,randwrite,64k,64,16,3,539.1670,8626,118.5856,99.9199
nvme-ssd,SCSI,raw,randwrite,64k,64,16,3,886.4980,14183,72.1574,99.9016
nvme-ssd,SCSI,xfs,randwrite,64k,64,16,3,810.1523,12962,78.9391,99.8782
nvme-ssd,IDE,raw,randwrite,256k,1,16,3,767.6221,3070,5.2083,99.8899
nvme-ssd,IDE,xfs,randwrite,256k,1,16,3,770.3223,3081,5.1900,99.9016
nvme-ssd,SCSI,raw,randwrite,256k,1,16,3,831.5664,3326,4.8078,99.8816
nvme-ssd,SCSI,xfs,randwrite,256k,1,16,3,863.4404,3453,4.6299,99.8733
nvme-ssd,IDE,raw,randwrite,256k,8,16,3,750.4746,3001,42.6231,99.9416
nvme-ssd,IDE,xfs,randwrite,256k,8,16,3,753.2109,3012,42.4681,99.9232
nvme-ssd,SCSI,raw,randwrite,256k,8,16,3,819.2324,3276,39.0499,99.9233
nvme-ssd,SCSI,xfs,randwrite,256k,8,16,3,921.6895,3686,34.7067,99.9016
nvme-ssd,IDE,raw,randwrite,256k,64,16,3,750.5908,3002,340.1555,99.8949
nvme-ssd,IDE,xfs,randwrite,256k,64,16,3,747.0518,2988,341.7161,99.8432
nvme-ssd,SCSI,raw,randwrite,256k,64,16,3,938.4756,3753,272.1974,99.9733
nvme-ssd,SCSI,xfs,randwrite,256k,64,16,3,855.1816,3420,298.5831,99.9199
nvme-ssd,IDE,raw,rw,4k,1,16,3,28.0830,7188,4.4461,99.9266
nvme-ssd,IDE,xfs,rw,4k,1,16,3,27.1748,6956,4.5943,99.8749
nvme-ssd,SCSI,raw,rw,4k,1,16,3,369.9326,94702,0.3351,99.9116
nvme-ssd,SCSI,xfs,rw,4k,1,16,3,319.4814,81787,0.3881,99.8783
nvme-ssd,IDE,raw,rw,4k,8,16,3,91.4561,23412,10.9340,99.9083
nvme-ssd,IDE,xfs,rw,4k,8,16,3,93.4824,23931,10.6967,99.8783
nvme-ssd,SCSI,raw,rw,4k,8,16,3,456.2441,116798,2.1902,100.0000
nvme-ssd,SCSI,xfs,rw,4k,8,16,3,292.2051,74804,3.4193,99.8966
nvme-ssd,IDE,raw,rw,4k,64,16,3,273.7080,70068,29.2166,99.9283
nvme-ssd,IDE,xfs,rw,4k,64,16,3,267.6377,68514,29.8760,99.9033
nvme-ssd,SCSI,raw,rw,4k,64,16,3,447.1240,114463,17.8868,100.0000
nvme-ssd,SCSI,xfs,rw,4k,64,16,3,281.9141,72170,28.3658,99.8966
nvme-ssd,IDE,raw,rw,16k,1,16,3,87.7490,5615,5.6921,99.9066
nvme-ssd,IDE,xfs,rw,16k,1,16,3,87.9736,5629,5.6779,99.8766
nvme-ssd,SCSI,raw,rw,16k,1,16,3,813.8955,52088,0.6114,99.9083
nvme-ssd,SCSI,xfs,rw,16k,1,16,3,805.8760,51575,0.6173,99.8949
nvme-ssd,IDE,raw,rw,16k,8,16,3,228.6553,14633,17.4895,99.9033
nvme-ssd,IDE,xfs,rw,16k,8,16,3,237.4023,15193,16.8431,99.8949
nvme-ssd,SCSI,raw,rw,16k,8,16,3,1280.2324,81934,3.1227,99.9349
nvme-ssd,SCSI,xfs,rw,16k,8,16,3,1045.9297,66939,3.8217,99.8916
nvme-ssd,IDE,raw,rw,16k,64,16,3,280.9092,17977,113.9188,99.9133
nvme-ssd,IDE,xfs,rw,16k,64,16,3,286.9912,18367,111.5057,99.8716
nvme-ssd,SCSI,raw,rw,16k,64,16,3,1273.5742,81508,25.1208,100.0000
nvme-ssd,SCSI,xfs,rw,16k,64,16,3,1042.4844,66718,30.6838,99.8799
nvme-ssd,IDE,raw,rw,64k,1,16,3,222.1191,3553,8.9957,99.9216
nvme-ssd,IDE,xfs,rw,64k,1,16,3,229.7656,3675,8.6968,99.8749
nvme-ssd,SCSI,raw,rw,64k,1,16,3,1169.1143,18705,1.7070,99.8766
nvme-ssd,SCSI,xfs,rw,64k,1,16,3,1117.3691,17877,1.7860,99.8733
nvme-ssd,IDE,raw,rw,64k,8,16,3,302.5166,4840,52.7927,99.9099
nvme-ssd,IDE,xfs,rw,64k,8,16,3,285.3076,4564,55.9846,99.8849
nvme-ssd,SCSI,raw,rw,64k,8,16,3,1285.9600,20575,12.4377,99.8933
nvme-ssd,SCSI,xfs,rw,64k,8,16,3,1299.1904,20786,12.3109,99.8816
nvme-ssd,IDE,raw,rw,64k,64,16,3,389.0977,6225,328.4183,99.8899
nvme-ssd,IDE,xfs,rw,64k,64,16,3,368.3506,5892,347.0142,99.8649
nvme-ssd,SCSI,raw,rw,64k,64,16,3,1300.8906,20813,98.3453,99.9249
nvme-ssd,SCSI,xfs,rw,64k,64,16,3,1254.1465,20065,102.0049,99.8866
nvme-ssd,IDE,raw,rw,256k,1,16,3,368.4814,1473,21.6661,99.9116
nvme-ssd,IDE,xfs,rw,256k,1,16,3,391.2539,1564,20.4201,99.8883
nvme-ssd,SCSI,raw,rw,256k,1,16,3,1232.8545,4930,6.4877,99.8866
nvme-ssd,SCSI,xfs,rw,256k,1,16,3,1276.2227,5104,6.2671,99.8666
nvme-ssd,IDE,raw,rw,256k,8,16,3,338.1357,1352,188.8118,99.8999
nvme-ssd,IDE,xfs,rw,256k,8,16,3,433.3887,1733,147.1758,99.8899
nvme-ssd,SCSI,raw,rw,256k,8,16,3,1290.4453,5161,49.5856,99.9633
nvme-ssd,SCSI,xfs,rw,256k,8,16,3,1282.1582,5127,49.9018,99.8882
nvme-ssd,IDE,raw,rw,256k,64,16,3,364.8408,1458,1394.4060,99.8799
nvme-ssd,IDE,xfs,rw,256k,64,16,3,470.3486,1881,1082.7777,99.8416
nvme-ssd,SCSI,raw,rw,256k,64,16,3,1234.4346,4937,414.1997,99.9700
nvme-ssd,SCSI,xfs,rw,256k,64,16,3,1298.4941,5193,393.5703,99.9282
nvme-ssd,IDE,raw,randrw,4k,1,16,3,31.9902,8188,3.9026,99.8999
nvme-ssd,IDE,xfs,randrw,4k,1,16,3,31.5498,8076,3.9570,99.9049
nvme-ssd,SCSI,raw,randrw,4k,1,16,3,310.4814,79483,0.3991,99.9083
nvme-ssd,SCSI,xfs,randrw,4k,1,16,3,294.3750,75359,0.4208,99.8933
nvme-ssd,IDE,raw,randrw,4k,8,16,3,31.8525,8153,31.3727,99.9083
nvme-ssd,IDE,xfs,randrw,4k,8,16,3,31.7061,8116,31.5241,99.9083
nvme-ssd,SCSI,raw,randrw,4k,8,16,3,447.5605,114575,2.2321,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,8,16,3,284.3955,72804,3.5123,99.8883
nvme-ssd,IDE,raw,randrw,4k,64,16,3,33.3340,8533,239.7516,99.9583
nvme-ssd,IDE,xfs,randrw,4k,64,16,3,33.1484,8486,241.1094,99.8733
nvme-ssd,SCSI,raw,randrw,4k,64,16,3,452.3916,115812,17.6791,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,64,16,3,279.6260,71583,28.5968,99.8883
nvme-ssd,IDE,raw,randrw,16k,1,16,3,91.0127,5824,5.4877,99.8966
nvme-ssd,IDE,xfs,randrw,16k,1,16,3,91.8857,5880,5.4353,99.8733
nvme-ssd,SCSI,raw,randrw,16k,1,16,3,700.8340,44852,0.7099,99.8999
nvme-ssd,SCSI,xfs,randrw,16k,1,16,3,697.4541,44636,0.7131,99.8966
nvme-ssd,IDE,raw,randrw,16k,8,16,3,93.7910,6002,42.5662,99.9233
nvme-ssd,IDE,xfs,randrw,16k,8,16,3,93.5176,5984,42.6946,99.8883
nvme-ssd,SCSI,raw,randrw,16k,8,16,3,1246.1562,79753,3.2074,99.9233
nvme-ssd,SCSI,xfs,randrw,16k,8,16,3,1047.7549,67055,3.8144,99.8899
nvme-ssd,IDE,raw,randrw,16k,64,16,3,96.9189,6201,329.6872,99.9149
nvme-ssd,IDE,xfs,randrw,16k,64,16,3,96.7568,6192,330.2994,99.8749
nvme-ssd,SCSI,raw,randrw,16k,64,16,3,1226.1943,78475,26.0911,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,64,16,3,1023.4678,65501,31.2571,99.8966
nvme-ssd,IDE,raw,randrw,64k,1,16,3,231.8447,3709,8.6190,99.9116
nvme-ssd,IDE,xfs,randrw,64k,1,16,3,223.9414,3582,8.9226,99.8699
nvme-ssd,SCSI,raw,randrw,64k,1,16,3,1181.6982,18906,1.6882,99.8783
nvme-ssd,SCSI,xfs,randrw,64k,1,16,3,1173.9053,18781,1.6994,99.8716
nvme-ssd,IDE,raw,randrw,64k,8,16,3,232.0283,3711,68.8061,99.9049
nvme-ssd,IDE,xfs,randrw,64k,8,16,3,231.6113,3705,68.9323,99.8749
nvme-ssd,SCSI,raw,randrw,64k,8,16,3,1230.7695,19691,12.9953,99.8849
nvme-ssd,SCSI,xfs,randrw,64k,8,16,3,1337.5557,21400,11.9570,99.8766
nvme-ssd,IDE,raw,randrw,64k,64,16,3,237.4492,3798,537.8053,99.9016
nvme-ssd,IDE,xfs,randrw,64k,64,16,3,229.8047,3676,555.7892,99.8966
nvme-ssd,SCSI,raw,randrw,64k,64,16,3,1318.0859,21089,97.0704,99.9349
nvme-ssd,SCSI,xfs,randrw,64k,64,16,3,1285.8301,20572,99.4983,99.8982
nvme-ssd,IDE,raw,randrw,256k,1,16,3,372.5967,1489,21.4297,99.9099
nvme-ssd,IDE,xfs,randrw,256k,1,16,3,381.4951,1525,20.9362,99.8849
nvme-ssd,SCSI,raw,randrw,256k,1,16,3,1284.9561,5139,6.2240,99.8966
nvme-ssd,SCSI,xfs,randrw,256k,1,16,3,1242.4121,4968,6.4362,99.8649
nvme-ssd,IDE,raw,randrw,256k,8,16,3,375.9062,1503,169.7534,99.9166
nvme-ssd,IDE,xfs,randrw,256k,8,16,3,388.5439,1554,164.3517,99.8816
nvme-ssd,SCSI,raw,randrw,256k,8,16,3,1265.6338,5062,50.5550,99.9333
nvme-ssd,SCSI,xfs,randrw,256k,8,16,3,1315.4688,5261,48.6409,99.8882
nvme-ssd,IDE,raw,randrw,256k,64,16,3,360.4355,1441,1412.2331,99.8883
nvme-ssd,IDE,xfs,randrw,256k,64,16,3,384.4023,1536,1324.9293,99.8466
nvme-ssd,SCSI,raw,randrw,256k,64,16,3,1336.1846,5344,382.6181,99.9483
nvme-ssd,SCSI,xfs,randrw,256k,64,16,3,1246.5801,4985,409.9948,99.9149
nvme-ssd,IDE,raw,read,4k,1,16,4,66.5312,17032,0.9382,99.8899
nvme-ssd,IDE,xfs,read,4k,1,16,4,81.9463,20978,0.7615,99.8833
nvme-ssd,SCSI,raw,read,4k,1,16,4,402.3682,103006,0.1538,99.9116
nvme-ssd,SCSI,xfs,read,4k,1,16,4,395.2979,101196,0.1566,99.9116
nvme-ssd,IDE,raw,read,4k,8,16,4,189.6367,48547,2.6360,100.0000
nvme-ssd,IDE,xfs,read,4k,8,16,4,192.4336,49263,2.5976,99.9466
nvme-ssd,SCSI,raw,read,4k,8,16,4,470.7354,120508,1.0612,100.0000
nvme-ssd,SCSI,xfs,read,4k,8,16,4,473.7744,121286,1.0538,100.0000
nvme-ssd,IDE,raw,read,4k,64,16,4,287.7549,73665,13.8994,99.9316
nvme-ssd,IDE,xfs,read,4k,64,16,4,312.8682,80094,12.7836,99.9116
nvme-ssd,SCSI,raw,read,4k,64,16,4,452.2598,115778,8.8418,100.0000
nvme-ssd,SCSI,xfs,read,4k,64,16,4,463.7900,118730,8.6127,100.0000
nvme-ssd,IDE,raw,read,16k,1,16,4,199.5068,12768,1.2520,99.8799
nvme-ssd,IDE,xfs,read,16k,1,16,4,174.9062,11194,1.4282,99.8799
nvme-ssd,SCSI,raw,read,16k,1,16,4,1043.4824,66782,0.2381,99.8933
nvme-ssd,SCSI,xfs,read,16k,1,16,4,1031.0117,65984,0.2409,99.9266
nvme-ssd,IDE,raw,read,16k,8,16,4,293.3906,18777,6.8159,99.8866
nvme-ssd,IDE,xfs,read,16k,8,16,4,312.6777,20011,6.3953,99.8683
nvme-ssd,SCSI,raw,read,16k,8,16,4,1660.6924,106284,1.2035,100.0000
nvme-ssd,SCSI,xfs,read,16k,8,16,4,1691.8340,108277,1.1812,100.0000
nvme-ssd,IDE,raw,read,16k,64,16,4,297.7295,19054,53.7353,99.9249
nvme-ssd,IDE,xfs,read,16k,64,16,4,299.0225,19137,53.5012,99.8849
nvme-ssd,SCSI,raw,read,16k,64,16,4,1666.4746,106654,9.5984,100.0000
nvme-ssd,SCSI,xfs,read,16k,64,16,4,1686.7500,107952,9.4732,100.0000
nvme-ssd,IDE,raw,read,64k,1,16,4,301.9736,4831,3.3101,99.8716
nvme-ssd,IDE,xfs,read,64k,1,16,4,301.8350,4829,3.3116,99.8716
nvme-ssd,SCSI,raw,read,64k,1,16,4,1652.8936,26446,0.6033,99.8766
nvme-ssd,SCSI,xfs,read,64k,1,16,4,1650.6582,26410,0.6041,99.8799
nvme-ssd,IDE,raw,read,64k,8,16,4,301.2188,4819,26.5545,99.8749
nvme-ssd,IDE,xfs,read,64k,8,16,4,316.5430,5064,25.2685,99.8849
nvme-ssd,SCSI,raw,read,64k,8,16,4,1996.4961,31943,4.0054,99.8933
nvme-ssd,SCSI,xfs,read,64k,8,16,4,2015.0898,32241,3.9683,99.8849
nvme-ssd,IDE,raw,read,64k,64,16,4,303.6338,4858,210.4876,99.8633
nvme-ssd,IDE,xfs,read,64k,64,16,4,313.3701,5013,203.9572,99.9249
nvme-ssd,SCSI,raw,read,64k,64,16,4,2010.9219,32174,31.8161,99.9283
nvme-ssd,SCSI,xfs,read,64k,64,16,4,2034.1113,32545,31.4521,99.9316
nvme-ssd,IDE,raw,read,256k,1,16,4,295.4980,1181,13.5338,99.8783
nvme-ssd,IDE,xfs,read,256k,1,16,4,318.2637,1273,12.5654,99.8766
nvme-ssd,SCSI,raw,read,256k,1,16,4,1993.3916,7973,2.0048,99.8866
nvme-ssd,SCSI,xfs,read,256k,1,16,4,2005.5156,8022,1.9926,99.9116
nvme-ssd,IDE,raw,read,256k,8,16,4,295.1699,1180,108.3457,99.8649
nvme-ssd,IDE,xfs,read,256k,8,16,4,351.2158,1404,91.0643,99.8699
nvme-ssd,SCSI,raw,read,256k,8,16,4,1970.5654,7882,16.2353,99.9283
nvme-ssd,SCSI,xfs,read,256k,8,16,4,1978.0967,7912,16.1719,99.9183
nvme-ssd,IDE,raw,read,256k,64,16,4,292.8789,1171,868.3437,99.8699
nvme-ssd,IDE,xfs,read,256k,64,16,4,336.8818,1347,755.6214,99.8683
nvme-ssd,SCSI,raw,read,256k,64,16,4,2008.2412,8032,127.3415,99.9850
nvme-ssd,SCSI,xfs,read,256k,64,16,4,2005.0400,8020,127.4969,99.9700
nvme-ssd,IDE,raw,write,4k,1,16,4,73.2002,18739,0.8524,99.9166
nvme-ssd,IDE,xfs,write,4k,1,16,4,75.3428,19287,0.8280,99.9283
nvme-ssd,SCSI,raw,write,4k,1,16,4,386.1611,98857,0.1604,99.9166
nvme-ssd,SCSI,xfs,write,4k,1,16,4,249.4404,63856,0.2490,78.8627
nvme-ssd,IDE,raw,write,4k,8,16,4,364.4170,93290,1.3715,100.0000
nvme-ssd,IDE,xfs,write,4k,8,16,4,289.2129,74038,1.7282,99.8999
nvme-ssd,SCSI,raw,write,4k,8,16,4,441.8623,113116,1.1304,100.0000
nvme-ssd,SCSI,xfs,write,4k,8,16,4,223.0361,57097,2.2401,78.7042
nvme-ssd,IDE,raw,write,4k,64,16,4,537.8223,137682,7.4367,99.9783
nvme-ssd,IDE,xfs,write,4k,64,16,4,227.7305,58299,17.5611,99.9199
nvme-ssd,SCSI,raw,write,4k,64,16,4,428.9297,109806,9.3228,100.0000
nvme-ssd,SCSI,xfs,write,4k,64,16,4,214.8564,55003,18.6096,69.4931
nvme-ssd,IDE,raw,write,16k,1,16,4,364.1934,23308,0.6852,99.9216
nvme-ssd,IDE,xfs,write,16k,1,16,4,427.1172,27335,0.5840,99.9216
nvme-ssd,SCSI,raw,write,16k,1,16,4,927.0117,59328,0.2681,99.8966
nvme-ssd,SCSI,xfs,write,16k,1,16,4,854.7539,54704,0.2908,93.9637
nvme-ssd,IDE,raw,write,16k,8,16,4,526.1172,33671,3.8008,99.9216
nvme-ssd,IDE,xfs,write,16k,8,16,4,676.3867,43288,2.9561,99.8966
nvme-ssd,SCSI,raw,write,16k,8,16,4,878.2842,56210,2.2761,99.9049
nvme-ssd,SCSI,xfs,write,16k,8,16,4,810.6357,51880,2.4654,94.9622
nvme-ssd,IDE,raw,write,16k,64,16,4,563.0615,36035,28.4143,99.9500
nvme-ssd,IDE,xfs,write,16k,64,16,4,576.9629,36925,27.7259,99.9016
nvme-ssd,SCSI,raw,write,16k,64,16,4,823.0283,52673,19.4361,99.9683
nvme-ssd,SCSI,xfs,write,16k,64,16,4,802.3193,51348,19.9324,85.4777
nvme-ssd,IDE,raw,write,64k,1,16,4,576.7051,9227,1.7325,99.9216
nvme-ssd,IDE,xfs,write,64k,1,16,4,568.3643,9093,1.7579,99.9049
nvme-ssd,SCSI,raw,write,64k,1,16,4,855.3672,13685,1.1674,99.8666
nvme-ssd,SCSI,xfs,write,64k,1,16,4,931.0840,14897,1.0722,99.8749
nvme-ssd,IDE,raw,write,64k,8,16,4,536.6660,8586,14.9048,99.9116
nvme-ssd,IDE,xfs,write,64k,8,16,4,650.0605,10400,12.3044,99.8799
nvme-ssd,SCSI,raw,write,64k,8,16,4,887.0557,14192,9.0165,99.8949
nvme-ssd,SCSI,xfs,write,64k,8,16,4,887.0400,14192,9.0157,99.8666
nvme-ssd,IDE,raw,write,64k,64,16,4,611.4014,9782,104.5911,99.9133
nvme-ssd,IDE,xfs,write,64k,64,16,4,693.8955,11102,92.1552,99.8732
nvme-ssd,SCSI,raw,write,64k,64,16,4,920.2607,14724,69.5053,99.9083
nvme-ssd,SCSI,xfs,write,64k,64,16,4,811.0020,12976,78.8702,99.8816
nvme-ssd,IDE,raw,write,256k,1,16,4,565.4766,2261,7.0715,99.8866
nvme-ssd,IDE,xfs,write,256k,1,16,4,698.1689,2792,5.7271,99.8982
nvme-ssd,SCSI,raw,write,256k,1,16,4,903.2090,3612,4.4265,99.9116
nvme-ssd,SCSI,xfs,write,256k,1,16,4,866.9707,3467,4.6115,99.9116
nvme-ssd,IDE,raw,write,256k,8,16,4,684.6543,2738,46.7233,99.9183
nvme-ssd,IDE,xfs,write,256k,8,16,4,699.8896,2799,45.7051,99.8816
nvme-ssd,SCSI,raw,write,256k,8,16,4,849.7109,3398,37.6495,99.9366
nvme-ssd,SCSI,xfs,write,256k,8,16,4,943.4688,3773,33.9063,99.8882
nvme-ssd,IDE,raw,write,256k,64,16,4,680.5176,2722,374.9978,99.8883
nvme-ssd,IDE,xfs,write,256k,64,16,4,705.2188,2820,361.8709,99.8416
nvme-ssd,SCSI,raw,write,256k,64,16,4,922.3154,3689,276.9858,99.9683
nvme-ssd,SCSI,xfs,write,256k,64,16,4,856.1387,3424,298.1953,99.9216
