Backend,Driver,Format,RW,BS,IODepth,Numjobs,Round,BW(MiB/s),IOPS,LAT(ms),Util(%)
nvme-ssd,IDE,raw,randread,4k,1,16,4,25.4355,6511,2.4550,99.8716
nvme-ssd,IDE,xfs,randread,4k,1,16,4,25.6689,6571,2.4326,99.8733
nvme-ssd,SCSI,raw,randread,4k,1,16,4,376.2471,96319,0.1643,99.9116
nvme-ssd,SCSI,xfs,randread,4k,1,16,4,369.5186,94596,0.1673,99.9066
nvme-ssd,IDE,raw,randread,4k,8,16,4,25.7695,6597,19.3993,99.8633
nvme-ssd,IDE,xfs,randread,4k,8,16,4,25.6436,6564,19.4938,99.8866
nvme-ssd,SCSI,raw,randread,4k,8,16,4,466.3018,119373,1.0709,100.0000
nvme-ssd,SCSI,xfs,randread,4k,8,16,4,467.5537,119693,1.0667,100.0000
nvme-ssd,IDE,raw,randread,4k,64,16,4,26.6963,6834,149.6441,99.8683
nvme-ssd,IDE,xfs,randread,4k,64,16,4,27.2080,6965,146.8270,99.8616
nvme-ssd,SCSI,raw,randread,4k,64,16,4,465.3867,119139,8.5921,100.0000
nvme-ssd,SCSI,xfs,randread,4k,64,16,4,468.4492,119923,8.5258,100.0000
nvme-ssd,IDE,raw,randread,16k,1,16,4,75.1367,4808,3.3250,99.8733
nvme-ssd,IDE,xfs,randread,16k,1,16,4,75.0811,4805,3.3274,99.8666
nvme-ssd,SCSI,raw,randread,16k,1,16,4,1019.6279,65256,0.2433,99.9049
nvme-ssd,SCSI,xfs,randread,16k,1,16,4,1022.8320,65461,0.2425,99.8850
nvme-ssd,IDE,raw,randread,16k,8,16,4,75.6602,4842,26.4292,99.8816
nvme-ssd,IDE,xfs,randread,16k,8,16,4,75.6729,4843,26.4244,99.8766
nvme-ssd,SCSI,raw,randread,16k,8,16,4,1659.8076,106227,1.2038,100.0000
nvme-ssd,SCSI,xfs,randread,16k,8,16,4,1703.1309,109000,1.1731,100.0000
nvme-ssd,IDE,raw,randread,16k,64,16,4,78.8096,5043,202.6567,99.8783
nvme-ssd,IDE,xfs,randread,16k,64,16,4,77.8896,4984,205.0601,99.8599
nvme-ssd,SCSI,raw,randread,16k,64,16,4,1671.3545,106966,9.5701,100.0000
nvme-ssd,IDE,raw,rw,4k,1,16,4,27.9238,7148,4.4712,99.9066
nvme-ssd,SCSI,xfs,randread,16k,64,16,4,1657.9697,106110,9.6354,100.0000
nvme-ssd,IDE,raw,randread,64k,1,16,4,174.1787,2786,5.7387,99.8799
nvme-ssd,IDE,xfs,randread,64k,1,16,4,174.0283,2784,5.7436,99.8733
nvme-ssd,SCSI,raw,randread,64k,1,16,4,1613.7129,25819,0.6178,99.8749
nvme-ssd,SCSI,xfs,randread,64k,1,16,4,1603.9111,25662,0.6215,99.8716
nvme-ssd,IDE,raw,randread,64k,8,16,4,181.9990,2911,43.9467,99.8849
nvme-ssd,IDE,xfs,randread,64k,8,16,4,183.0518,2928,43.6918,99.8683
nvme-ssd,SCSI,raw,randread,64k,8,16,4,2002.4209,32038,3.9933,99.8716
nvme-ssd,SCSI,xfs,randread,64k,8,16,4,1978.3984,31654,4.0416,99.8799
nvme-ssd,IDE,raw,randread,64k,64,16,4,184.9717,2959,345.1314,99.8783
nvme-ssd,IDE,xfs,randread,64k,64,16,4,182.3984,2918,349.8107,99.8766
nvme-ssd,SCSI,raw,randread,64k,64,16,4,2004.9014,32078,31.9115,99.9383
nvme-ssd,SCSI,xfs,randread,64k,64,16,4,1983.3311,31733,32.2551,99.9266
nvme-ssd,IDE,raw,randread,256k,1,16,4,295.2900,1181,13.5422,99.8766
nvme-ssd,IDE,xfs,randread,256k,1,16,4,316.2354,1264,12.6450,99.8649
nvme-ssd,SCSI,raw,randread,256k,1,16,4,2036.9688,8147,1.9616,99.8833
nvme-ssd,SCSI,xfs,randread,256k,1,16,4,1975.4424,7901,2.0227,99.8799
nvme-ssd,IDE,raw,randread,256k,8,16,4,295.0156,1180,108.3986,99.8799
nvme-ssd,IDE,xfs,randread,256k,8,16,4,319.6982,1278,100.0346,99.8933
nvme-ssd,SCSI,raw,randread,256k,8,16,4,2007.2393,8028,15.9381,99.9583
nvme-ssd,SCSI,xfs,randread,256k,8,16,4,1984.2783,7937,16.1218,99.9466
nvme-ssd,IDE,raw,randread,256k,64,16,4,292.8672,1171,868.4746,99.8699
nvme-ssd,IDE,xfs,randread,256k,64,16,4,315.9336,1263,804.9770,99.8633
nvme-ssd,SCSI,raw,randread,256k,64,16,4,2024.0225,8096,126.3540,99.9833
nvme-ssd,SCSI,xfs,randread,256k,64,16,4,1985.2627,7941,128.7426,99.9516
nvme-ssd,IDE,raw,randwrite,4k,1,16,4,48.1709,12331,1.2953,99.9033
nvme-ssd,IDE,xfs,randwrite,4k,1,16,4,47.6221,12191,1.3102,99.9133
nvme-ssd,SCSI,raw,randwrite,4k,1,16,4,379.4668,97143,0.1629,99.9533
nvme-ssd,SCSI,xfs,randwrite,4k,1,16,4,246.4854,63100,0.2517,78.9825
nvme-ssd,IDE,raw,randwrite,4k,8,16,4,48.0029,12288,10.4134,99.9116
nvme-ssd,IDE,xfs,randwrite,4k,8,16,4,47.7842,12232,10.4605,99.9366
nvme-ssd,SCSI,raw,randwrite,4k,8,16,4,439.0039,112385,1.1373,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,8,16,4,217.8535,55770,2.2929,68.6343
nvme-ssd,IDE,raw,randwrite,4k,64,16,4,51.1484,13094,78.1528,99.9183
nvme-ssd,IDE,xfs,randwrite,4k,64,16,4,50.8984,13030,78.5427,99.9033
nvme-ssd,SCSI,raw,randwrite,4k,64,16,4,431.8594,110556,9.2583,100.0000
nvme-ssd,SCSI,xfs,randwrite,4k,64,16,4,216.1182,55326,18.5034,68.2420
nvme-ssd,IDE,raw,randwrite,16k,1,16,4,170.9268,10939,1.4605,99.9183
nvme-ssd,IDE,xfs,randwrite,16k,1,16,4,176.3486,11286,1.4154,99.9099
nvme-ssd,SCSI,raw,randwrite,16k,1,16,4,846.2480,54159,0.2935,99.9049
nvme-ssd,SCSI,xfs,randwrite,16k,1,16,4,821.2090,52557,0.3025,91.1144
nvme-ssd,IDE,raw,randwrite,16k,8,16,4,175.4980,11231,11.3933,99.9049
nvme-ssd,IDE,xfs,randwrite,16k,8,16,4,172.2295,11022,11.6094,99.9033
nvme-ssd,SCSI,raw,randwrite,16k,8,16,4,861.5029,55136,2.3200,99.9266
nvme-ssd,SCSI,xfs,randwrite,16k,8,16,4,807.4785,51678,2.4746,85.3772
nvme-ssd,IDE,raw,randwrite,16k,64,16,4,185.7666,11889,86.0659,99.9149
nvme-ssd,IDE,xfs,randwrite,16k,64,16,4,184.3076,11795,86.7533,99.8883
nvme-ssd,SCSI,raw,randwrite,16k,64,16,4,864.1123,55303,18.5121,99.9850
nvme-ssd,SCSI,xfs,randwrite,16k,64,16,4,797.4834,51038,20.0571,82.2508
nvme-ssd,IDE,raw,randwrite,64k,1,16,4,558.5547,8936,1.7881,99.8983
nvme-ssd,IDE,xfs,randwrite,64k,1,16,4,506.7617,8108,1.9710,99.8866
nvme-ssd,SCSI,raw,randwrite,64k,1,16,4,875.9590,14015,1.1396,99.8933
nvme-ssd,SCSI,xfs,randwrite,64k,1,16,4,875.1533,14002,1.1405,99.8749
nvme-ssd,IDE,raw,randwrite,64k,8,16,4,541.5264,8664,14.7699,99.9233
nvme-ssd,IDE,xfs,randwrite,64k,8,16,4,538.9336,8622,14.8407,99.8966
nvme-ssd,SCSI,raw,randwrite,64k,8,16,4,899.2383,14387,8.8942,99.8849
nvme-ssd,SCSI,xfs,randwrite,64k,8,16,4,837.5059,13400,9.5493,99.8683
nvme-ssd,IDE,raw,randwrite,64k,64,16,4,541.9678,8671,117.9518,99.9400
nvme-ssd,IDE,xfs,randwrite,64k,64,16,4,542.1123,8673,117.9463,99.9132
nvme-ssd,SCSI,raw,randwrite,64k,64,16,4,930.8613,14893,68.7139,99.9033
nvme-ssd,SCSI,xfs,randwrite,64k,64,16,4,861.8955,13790,74.2117,99.8866
nvme-ssd,IDE,raw,randwrite,256k,1,16,4,766.7471,3066,5.2140,99.9466
nvme-ssd,IDE,xfs,randwrite,256k,1,16,4,777.3057,3109,5.1433,99.8949
nvme-ssd,SCSI,raw,randwrite,256k,1,16,4,804.7021,3218,4.9682,99.8983
nvme-ssd,SCSI,xfs,randwrite,256k,1,16,4,912.9863,3651,4.3785,99.8716
nvme-ssd,IDE,raw,randwrite,256k,8,16,4,759.4033,3037,42.1265,99.9233
nvme-ssd,IDE,xfs,randwrite,256k,8,16,4,740.8828,2963,43.1758,99.9249
nvme-ssd,SCSI,raw,randwrite,256k,8,16,4,912.9746,3651,35.0401,99.9433
nvme-ssd,SCSI,xfs,randwrite,256k,8,16,4,877.8145,3511,36.4394,99.8932
nvme-ssd,IDE,raw,randwrite,256k,64,16,4,738.8740,2955,345.5403,99.8966
nvme-ssd,IDE,xfs,randwrite,256k,64,16,4,765.0811,3060,333.6316,99.8382
nvme-ssd,SCSI,raw,randwrite,256k,64,16,4,882.8525,3531,289.3545,99.9566
nvme-ssd,SCSI,xfs,randwrite,256k,64,16,4,800.0303,3200,319.1369,99.9299
nvme-ssd,IDE,xfs,rw,4k,1,16,4,27.1094,6939,4.6059,99.8883
nvme-ssd,SCSI,raw,rw,4k,1,16,4,371.6689,95147,0.3334,99.9283
nvme-ssd,SCSI,xfs,rw,4k,1,16,4,322.2041,82483,0.3848,99.8799
nvme-ssd,IDE,raw,rw,4k,8,16,4,93.5898,23958,10.6849,99.9166
nvme-ssd,IDE,xfs,rw,4k,8,16,4,93.5977,23960,10.6841,99.8799
nvme-ssd,SCSI,raw,rw,4k,8,16,4,450.5312,115335,2.2178,100.0000
nvme-ssd,SCSI,xfs,rw,4k,8,16,4,292.6201,74910,3.4145,99.9099
nvme-ssd,IDE,raw,rw,4k,64,16,4,265.4951,67966,30.1197,99.9266
nvme-ssd,IDE,xfs,rw,4k,64,16,4,258.8086,66254,30.8922,99.8933
nvme-ssd,SCSI,raw,rw,4k,64,16,4,454.4209,116331,17.6001,100.0000
nvme-ssd,SCSI,xfs,rw,4k,64,16,4,283.9844,72699,28.1622,99.8883
nvme-ssd,IDE,raw,rw,16k,1,16,4,84.2480,5391,5.9283,99.9166
nvme-ssd,IDE,xfs,rw,16k,1,16,4,83.0420,5314,6.0146,99.8766
nvme-ssd,SCSI,raw,rw,16k,1,16,4,838.7920,53682,0.5932,99.8999
nvme-ssd,SCSI,xfs,rw,16k,1,16,4,807.5342,51681,0.6161,99.8866
nvme-ssd,IDE,raw,rw,16k,8,16,4,235.5000,15071,16.9791,99.9299
nvme-ssd,IDE,xfs,rw,16k,8,16,4,226.7344,14510,17.6359,99.8866
nvme-ssd,SCSI,raw,rw,16k,8,16,4,1284.7031,82220,3.1118,99.9466
nvme-ssd,SCSI,xfs,rw,16k,8,16,4,1060.9092,67898,3.7679,99.8849
nvme-ssd,IDE,raw,rw,16k,64,16,4,290.3916,18584,110.2071,99.8966
nvme-ssd,IDE,xfs,rw,16k,64,16,4,299.1846,19147,106.9374,99.8933
nvme-ssd,SCSI,raw,rw,16k,64,16,4,1261.8350,80756,25.3547,100.0000
nvme-ssd,SCSI,xfs,rw,16k,64,16,4,999.6113,63974,32.0035,99.8916
nvme-ssd,IDE,raw,rw,64k,1,16,4,220.6230,3529,9.0571,99.9033
nvme-ssd,IDE,xfs,rw,64k,1,16,4,223.5146,3575,8.9393,99.8949
nvme-ssd,SCSI,raw,rw,64k,1,16,4,1148.9590,18382,1.7369,99.8799
nvme-ssd,SCSI,xfs,rw,64k,1,16,4,1159.4639,18550,1.7210,99.8766
nvme-ssd,IDE,raw,rw,64k,8,16,4,291.8984,4670,54.7242,99.9249
nvme-ssd,IDE,xfs,rw,64k,8,16,4,306.6045,4904,52.1034,99.8849
nvme-ssd,SCSI,raw,rw,64k,8,16,4,1298.5195,20775,12.3177,99.8966
nvme-ssd,SCSI,xfs,rw,64k,8,16,4,1305.7891,20891,12.2486,99.8699
nvme-ssd,IDE,raw,rw,64k,64,16,4,366.2334,5859,348.9388,99.8866
nvme-ssd,IDE,xfs,rw,64k,64,16,4,389.7686,6235,327.9109,99.8683
nvme-ssd,SCSI,raw,rw,64k,64,16,4,1263.8545,20221,101.2331,99.9233
nvme-ssd,SCSI,xfs,rw,64k,64,16,4,1294.0645,20704,98.8548,99.8999
nvme-ssd,IDE,raw,rw,256k,1,16,4,371.5117,1486,21.4879,99.9149
nvme-ssd,IDE,xfs,rw,256k,1,16,4,377.2100,1508,21.1781,99.8949
nvme-ssd,SCSI,raw,rw,256k,1,16,4,1226.2607,4904,6.5222,99.8849
nvme-ssd,SCSI,xfs,rw,256k,1,16,4,1259.6816,5037,6.3488,99.8816
nvme-ssd,IDE,raw,rw,256k,8,16,4,343.4463,1373,185.8357,99.8949
nvme-ssd,IDE,xfs,rw,256k,8,16,4,418.2627,1672,152.5000,99.8882
nvme-ssd,SCSI,raw,rw,256k,8,16,4,1323.2490,5292,48.3548,99.9583
nvme-ssd,SCSI,xfs,rw,256k,8,16,4,1248.6621,4994,51.2397,99.9166
nvme-ssd,IDE,raw,rw,256k,64,16,4,369.1484,1476,1378.4549,99.8783
nvme-ssd,IDE,xfs,rw,256k,64,16,4,468.2559,1872,1088.0109,99.8466
nvme-ssd,SCSI,raw,rw,256k,64,16,4,1235.8467,4942,413.5913,99.9783
nvme-ssd,SCSI,xfs,rw,256k,64,16,4,1304.4873,5217,391.8401,99.9266
nvme-ssd,IDE,raw,randrw,4k,1,16,4,31.6934,8112,3.9393,99.9116
nvme-ssd,IDE,xfs,randrw,4k,1,16,4,31.7979,8139,3.9262,99.8849
nvme-ssd,SCSI,raw,randrw,4k,1,16,4,312.0078,79873,0.3972,99.9100
nvme-ssd,SCSI,xfs,randrw,4k,1,16,4,297.9824,76282,0.4158,99.8699
nvme-ssd,IDE,raw,randrw,4k,8,16,4,31.8164,8144,31.4126,99.9249
nvme-ssd,IDE,xfs,randrw,4k,8,16,4,31.6729,8108,31.5536,99.8866
nvme-ssd,SCSI,raw,randrw,4k,8,16,4,448.4863,114811,2.2275,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,8,16,4,285.8818,73185,3.4942,99.8766
nvme-ssd,IDE,raw,randrw,4k,64,16,4,33.1396,8483,241.1514,99.9116
nvme-ssd,IDE,xfs,randrw,4k,64,16,4,33.0771,8467,241.6222,99.8649
nvme-ssd,SCSI,raw,randrw,4k,64,16,4,446.4209,114283,17.9146,100.0000
nvme-ssd,SCSI,xfs,randrw,4k,64,16,4,280.5264,71814,28.5097,99.8916
nvme-ssd,IDE,raw,randrw,16k,1,16,4,90.8887,5816,5.4953,99.8966
nvme-ssd,IDE,xfs,randrw,16k,1,16,4,92.2529,5903,5.4137,99.8883
nvme-ssd,SCSI,raw,randrw,16k,1,16,4,699.7988,44786,0.7110,99.8983
nvme-ssd,SCSI,xfs,randrw,16k,1,16,4,705.4434,45147,0.7051,99.8849
nvme-ssd,IDE,raw,randrw,16k,8,16,4,93.9004,6009,42.5231,99.8866
nvme-ssd,IDE,xfs,randrw,16k,8,16,4,93.6094,5990,42.6496,99.8666
nvme-ssd,SCSI,raw,randrw,16k,8,16,4,1249.2344,79950,3.1994,99.9149
nvme-ssd,SCSI,xfs,randrw,16k,8,16,4,1055.4258,67546,3.7864,99.8949
nvme-ssd,IDE,raw,randrw,16k,64,16,4,96.7334,6190,330.3146,99.9083
nvme-ssd,IDE,xfs,randrw,16k,64,16,4,96.5801,6181,330.8779,99.8599
nvme-ssd,SCSI,raw,randrw,16k,64,16,4,1208.9404,77372,26.4645,100.0000
nvme-ssd,SCSI,xfs,randrw,16k,64,16,4,1006.8984,64440,31.7708,99.8933
nvme-ssd,IDE,raw,randrw,64k,1,16,4,224.5322,3592,8.8991,99.9149
nvme-ssd,IDE,xfs,randrw,64k,1,16,4,231.6006,3705,8.6279,99.8766
nvme-ssd,SCSI,raw,randrw,64k,1,16,4,1158.4883,18535,1.7221,99.8899
nvme-ssd,SCSI,xfs,randrw,64k,1,16,4,1193.6357,19097,1.6712,99.8699
nvme-ssd,IDE,raw,randrw,64k,8,16,4,231.9404,3710,68.8235,99.8916
nvme-ssd,IDE,xfs,randrw,64k,8,16,4,225.7529,3611,70.6994,99.8666
nvme-ssd,SCSI,raw,randrw,64k,8,16,4,1269.5986,20312,12.5976,99.8933
nvme-ssd,SCSI,xfs,randrw,64k,8,16,4,1317.0293,21072,12.1432,99.8649
nvme-ssd,IDE,raw,randrw,64k,64,16,4,229.5264,3671,556.2877,99.9249
nvme-ssd,IDE,xfs,randrw,64k,64,16,4,234.2158,3747,545.2391,99.8716
nvme-ssd,SCSI,raw,randrw,64k,64,16,4,1322.1973,21154,96.7630,99.9299
nvme-ssd,SCSI,xfs,randrw,64k,64,16,4,1254.0645,20064,102.0226,99.9182
nvme-ssd,IDE,raw,randrw,256k,1,16,4,373.8535,1495,21.3620,99.9183
nvme-ssd,IDE,xfs,randrw,256k,1,16,4,375.8682,1503,21.2465,99.8899
nvme-ssd,SCSI,raw,randrw,256k,1,16,4,1255.6367,5021,6.3688,99.8849
nvme-ssd,SCSI,xfs,randrw,256k,1,16,4,1269.7148,5078,6.2981,99.8699
nvme-ssd,IDE,raw,randrw,256k,8,16,4,383.1318,1532,166.6527,99.9199
nvme-ssd,IDE,xfs,randrw,256k,8,16,4,367.7217,1470,173.5807,99.8849
nvme-ssd,SCSI,raw,randrw,256k,8,16,4,1336.5811,5345,47.8740,99.9283
nvme-ssd,SCSI,xfs,randrw,256k,8,16,4,1260.0361,5039,50.7799,99.8932
nvme-ssd,IDE,raw,randrw,256k,64,16,4,360.8887,1443,1410.4464,99.8983
nvme-ssd,IDE,xfs,randrw,256k,64,16,4,396.3018,1584,1284.7379,99.8416
nvme-ssd,SCSI,raw,randrw,256k,64,16,4,1284.8701,5139,397.8946,99.9700
nvme-ssd,SCSI,xfs,randrw,256k,64,16,4,1312.4883,5249,389.3589,99.9332
nvme-ssd,IDE,raw,read,4k,1,16,5,60.9619,15606,1.0240,99.8866
nvme-ssd,IDE,xfs,read,4k,1,16,5,61.2354,15676,1.0194,99.8783
nvme-ssd,SCSI,raw,read,4k,1,16,5,396.7822,101576,0.1560,99.9116
nvme-ssd,SCSI,xfs,read,4k,1,16,5,387.3193,99153,0.1599,99.9016
nvme-ssd,IDE,raw,read,4k,8,16,5,170.2559,43585,2.9362,99.8933
nvme-ssd,IDE,xfs,read,4k,8,16,5,197.2119,50486,2.5347,99.9700
nvme-ssd,SCSI,raw,read,4k,8,16,5,472.0703,120850,1.0582,100.0000
nvme-ssd,SCSI,xfs,read,4k,8,16,5,469.0547,120078,1.0643,100.0000
nvme-ssd,IDE,raw,read,4k,64,16,5,284.3203,72786,14.0673,99.9500
nvme-ssd,IDE,xfs,read,4k,64,16,5,307.1602,78633,13.0210,99.8833
nvme-ssd,SCSI,raw,read,4k,64,16,5,469.2080,120117,8.5230,100.0000
nvme-ssd,SCSI,xfs,read,4k,64,16,5,468.0498,119820,8.5341,100.0000
nvme-ssd,IDE,raw,read,16k,1,16,5,167.7188,10734,1.4894,99.8833
nvme-ssd,IDE,xfs,read,16k,1,16,5,138.7285,8878,1.8008,99.8899
nvme-ssd,SCSI,raw,read,16k,1,16,5,1043.8213,66804,0.2380,99.8999
nvme-ssd,SCSI,xfs,read,16k,1,16,5,1039.4863,66527,0.2390,99.9100
nvme-ssd,IDE,raw,read,16k,8,16,5,293.4443,18780,6.8147,99.8699
nvme-ssd,IDE,xfs,read,16k,8,16,5,313.2207,20046,6.3843,99.8783
nvme-ssd,SCSI,raw,read,16k,8,16,5,1628.2217,104206,1.2275,100.0000
nvme-ssd,SCSI,xfs,read,16k,8,16,5,1637.0000,104768,1.2208,100.0000
nvme-ssd,IDE,raw,read,16k,64,16,5,295.6895,18924,54.1053,99.8983
nvme-ssd,IDE,xfs,read,16k,64,16,5,298.0205,19073,53.6811,99.8949
nvme-ssd,SCSI,raw,read,16k,64,16,5,1689.4775,108126,9.4671,100.0000
nvme-ssd,SCSI,xfs,read,16k,64,16,5,1650.9287,105659,9.6772,100.0000
nvme-ssd,IDE,raw,read,64k,1,16,5,302.1670,4834,3.3080,99.8883
nvme-ssd,IDE,xfs,read,64k,1,16,5,299.6133,4793,3.3361,99.8799
nvme-ssd,SCSI,raw,read,64k,1,16,5,1647.8750,26366,0.6052,99.8733
nvme-ssd,SCSI,xfs,read,64k,1,16,5,1632.7949,26124,0.6108,99.8699
nvme-ssd,IDE,raw,read,64k,8,16,5,297.2588,4756,26.9087,99.8799
nvme-ssd,IDE,xfs,read,64k,8,16,5,319.4873,5111,25.0357,99.8866
nvme-ssd,SCSI,raw,read,64k,8,16,5,2001.1338,32018,3.9962,99.8783
nvme-ssd,SCSI,xfs,read,64k,8,16,5,1989.9092,31838,4.0186,99.8816
nvme-ssd,IDE,raw,read,64k,64,16,5,296.3604,4741,215.6124,99.8633
nvme-ssd,IDE,xfs,read,64k,64,16,5,314.9932,5039,202.8642,99.8633
nvme-ssd,SCSI,raw,read,64k,64,16,5,2039.2734,32628,31.3729,99.9316
nvme-ssd,SCSI,xfs,read,64k,64,16,5,2006.6289,32106,31.8780,99.9349
nvme-ssd,IDE,raw,read,256k,1,16,5,295.1084,1180,13.5519,99.8766
nvme-ssd,IDE,xfs,read,256k,1,16,5,319.7900,1279,12.5052,99.8649
nvme-ssd,SCSI,raw,read,256k,1,16,5,2003.2285,8012,1.9949,99.8799
nvme-ssd,SCSI,xfs,read,256k,1,16,5,1983.3877,7933,2.0149,99.8766
nvme-ssd,IDE,raw,read,256k,8,16,5,295.4297,1181,108.2449,99.8633
nvme-ssd,IDE,xfs,read,256k,8,16,5,340.9180,1363,93.8071,99.8683
nvme-ssd,SCSI,raw,read,256k,8,16,5,1982.7461,7930,16.1353,99.9399
nvme-ssd,SCSI,xfs,read,256k,8,16,5,1955.5645,7822,16.3580,99.9133
nvme-ssd,IDE,raw,read,256k,64,16,5,293.2549,1173,867.1557,99.8633
nvme-ssd,IDE,xfs,read,256k,64,16,5,333.5312,1334,763.2817,99.8666
nvme-ssd,SCSI,raw,read,256k,64,16,5,1999.6162,7998,127.8881,99.9950
nvme-ssd,SCSI,xfs,read,256k,64,16,5,1994.9385,7979,128.1218,99.9616
